Bank Name,city,stalp,zip,RepDte,Reporting Year,Employees,Total Assets(000),CashBalance(000),Total Liabilities/Capital (000),Liabilities(000),Deposits
FARMERS STATE BANK & TRUST CO.,Mount Sterling,IL,62353,9/30/2021,2021,15,119542,23917,119542,109613,108385
"FARMERS STATE BANK OF ALTO PASS, ILL.",Alto Pass,IL,62905,9/30/2019,2019,55,234753,5791,234753,214116,213454
"FARMERS STATE BANK OF ALTO PASS, ILL.",Alto Pass,IL,62905,9/30/2020,2020,56,318062,18958,318062,295369,238478
"FARMERS STATE BANK OF ALTO PASS, ILL.",Alto Pass,IL,62905,9/30/2021,2021,61,293185,11310,293185,267262,265126
FARMERS STATE BANK OF DANFORTH,Danforth,IL,60930,9/30/2019,2019,17,59631,2348,59631,51835,51346
FARMERS STATE BANK OF EMDEN,Emden,IL,62635,9/30/2019,2019,6,35019,1121,35019,25392,25215
FARMERS STATE BANK OF EMDEN,Emden,IL,62635,9/30/2020,2020,6,37622,835,37622,27846,27699
FARMERS STATE BANK OF EMDEN,Emden,IL,62635,9/30/2021,2021,5,39891,847,39891,29992,29847
FARMERS STATE BANK OF HOFFMAN,Hoffman,IL,62250,9/30/2019,2019,34,152128,10369,152128,127990,125827
FARMERS STATE BANK OF HOFFMAN,Hoffman,IL,62250,9/30/2020,2020,32,163279,16533,163279,137750,131643
FARMERS STATE BANK OF HOFFMAN,Hoffman,IL,62250,9/30/2021,2021,35,186945,12445,186945,162007,151009
FARMERS STATE BANK OF MEDORA,Medora,IL,62063,9/30/2019,2019,5,19581,3113,19581,16227,16164
FARMERS STATE BANK OF MEDORA,Medora,IL,62063,9/30/2020,2020,5,22810,2361,22810,19362,19253
FARMERS STATE BANK OF MEDORA,Medora,IL,62063,9/30/2021,2021,5,24830,2176,24830,21586,21497
FARMERS STATE BANK OF WESTERN ILLINOIS,Alpha,IL,61413,9/30/2019,2019,40,144443,28223,144443,126342,123717
FARMERS STATE BANK OF WESTERN ILLINOIS,Alpha,IL,61413,9/30/2020,2020,40,152495,36513,152495,132922,130144
FARMERS STATE BANK OF WESTERN ILLINOIS,Alpha,IL,61413,9/30/2021,2021,39,172674,38322,172674,153305,150280
FARMERS-MERCHANTS BANK OF ILLINOIS,Joy,IL,61260,9/30/2019,2019,34,191166,4487,191166,160909,146762
FARMERS-MERCHANTS BANK OF ILLINOIS,Joy,IL,61260,9/30/2020,2020,34,250184,2630,250184,216689,179420
FARMERS-MERCHANTS BANK OF ILLINOIS,Joy,IL,61260,9/30/2021,2021,29,302204,2911,302204,265260,205228
FCB BANKS,Collinsville,IL,62234,9/30/2019,2019,210,1681608,147399,1681608,1533296,1384625
FCB BANKS,Collinsville,IL,62234,9/30/2020,2020,224,1935960,180870,1935960,1772002,1624236
FCB BANKS,Collinsville,IL,62234,9/30/2021,2021,204,2034931,348831,2034931,1861123,1782505
FEDERATED BANK,Onarga,IL,60955,9/30/2019,2019,27,97078,24372,97078,85471,85336
FEDERATED BANK,Onarga,IL,60955,9/30/2020,2020,28,105187,13933,105187,92340,87982
FEDERATED BANK,Onarga,IL,60955,9/30/2021,2021,29,115181,26744,115181,101755,96125
FIDELITY CO-OPERATIVE BANK,Fitchburg,MA,1420,9/30/2019,2019,163,1001999,53786,1001998,917841,854670
FIDELITY CO-OPERATIVE BANK,Leominster,MA,1453,9/30/2020,2020,152,1129451,30133,1129451,1028085,948680
FIDELITY CO-OPERATIVE BANK,Leominster,MA,1453,9/30/2021,2021,158,1190288,29417,1190288,1069396,1049261
"FIDELITY PERSONAL TRUST COMPANY, FSB",Boston,MA,2210,9/30/2019,2019,35,98221,64,98221,4984,500
"FIDELITY PERSONAL TRUST COMPANY, FSB",Boston,MA,2210,9/30/2020,2020,35,103358,75,103358,1898,500
"FIDELITY PERSONAL TRUST COMPANY, FSB",Boston,MA,2210,9/30/2021,2021,37,117024,78,117024,2627,500
FIRST AMERICAN BANK,Elk Grove Villag,IL,60007,9/30/2019,2019,735,4495916,150041,4495916,4081130,3421138
FIRST AMERICAN BANK,Elk Grove Villag,IL,60007,9/30/2020,2020,835,5878877,214986,5878877,5455284,4362471
FIRST AMERICAN BANK,Elk Grove Villag,IL,60007,9/30/2021,2021,851,6036315,254052,6036315,5562831,4759498
"FIRST AMERICAN TRUST, FSB",Santa Ana,CA,92707,9/30/2019,2019,112,4248423,889891,4248423,3896210,3874310
"FIRST AMERICAN TRUST, FSB",Santa Ana,CA,92707,9/30/2020,2020,126,4481920,963531,4481920,4082554,4043509
"FIRST AMERICAN TRUST, FSB",Santa Ana,CA,92707,9/30/2021,2021,142,7818152,1344329,7818152,7313163,7136810
FIRST BANK AND TRUST COMPANY OF ILLINOIS,Palatine,IL,60067,9/30/2019,2019,31,187042,35125,187042,169760,169259
FIRST BANK AND TRUST COMPANY OF ILLINOIS,Palatine,IL,60067,9/30/2020,2020,26,189995,36732,189995,174160,173464
FIRST BANK AND TRUST COMPANY OF ILLINOIS,Palatine,IL,60067,9/30/2021,2021,28,213358,73632,213358,195016,194235
FIRST BANK OF HIGHLAND PARK,Highland Park,IL,60035,9/30/2019,2019,133,1825747,119299,1825747,1645592,1500851
FIRST BANK OF HIGHLAND PARK,Highland Park,IL,60035,9/30/2020,2020,137,1936299,151428,1936299,1750680,1568804
FIRST BANK OF HIGHLAND PARK,Highland Park,IL,60035,9/30/2021,2021,140,1927836,246578,1927836,1741040,1419943
FIRST BANK OF MANHATTAN,Manhattan,IL,60442,9/30/2019,2019,45,176978,42757,176977,159543,159233
FIRST BANK OF MANHATTAN,Manhattan,IL,60442,9/30/2020,2020,43,212893,49520,212893,194633,189791
FIRST BANK OF MANHATTAN,Manhattan,IL,60442,9/30/2021,2021,44,233046,44575,233046,214299,209098
"FIRST BANKERS TRUST COMPANY, NATIONAL ASSOCIATION",Quincy,IL,62301,9/30/2019,2019,168,906599,33999,906599,809212,720349
"FIRST BANKERS TRUST COMPANY, NATIONAL ASSOCIATION",Quincy,IL,62301,9/30/2020,2020,169,1079100,40580,1079100,972205,816725
"FIRST BANKERS TRUST COMPANY, NATIONAL ASSOCIATION",Quincy,IL,62301,9/30/2021,2021,166,1242942,48864,1242942,1135350,977466
FIRST CENTRAL SAVINGS BANK,Glen Cove,NY,11542,9/30/2019,2019,77,595175,35118,595175,537060,524588
FIRST CENTRAL SAVINGS BANK,Glen Cove,NY,11542,9/30/2020,2020,84,681228,56364,681228,618381,606900
FIRST CENTRAL SAVINGS BANK,Glen Cove,NY,11542,9/30/2021,2021,90,707436,67047,707436,637876,635695
FIRST CHOICE BANK,Cerritos,CA,90703,9/30/2019,2019,181,1655635,180615,1655635,1383961,1339767
FIRST CHOICE BANK,Cerritos,CA,90703,9/30/2020,2020,180,2256077,181536,2256077,1980223,1560534
FIRST COMMERCIAL BANK (USA),Alhambra,CA,91801,9/30/2019,2019,92,622172,17894,622172,490409,486470
FIRST COMMERCIAL BANK (USA),Alhambra,CA,91801,9/30/2020,2020,91,746448,60816,746448,607865,521153
FIRST COMMERCIAL BANK (USA),Alhambra,CA,91801,9/30/2021,2021,86,802362,30968,802362,656667,592763
FIRST COMMUNITY BANK AND TRUST,Beecher,IL,60401,9/30/2019,2019,31,156244,31036,156244,136774,130452
FIRST COMMUNITY BANK AND TRUST,Beecher,IL,60401,9/30/2020,2020,28,177024,45187,177024,155853,143540
FIRST COMMUNITY BANK AND TRUST,Beecher,IL,60401,9/30/2021,2021,28,199773,94928,199773,177571,162887
FIRST COMMUNITY BANK OF HILLSBORO,Hillsboro,IL,62049,9/30/2019,2019,22,112485,11301,112484,102301,97923
FIRST COMMUNITY BANK OF HILLSBORO,Hillsboro,IL,62049,9/30/2020,2020,22,134383,15465,134382,123223,107918
FIRST COMMUNITY BANK OF HILLSBORO,Hillsboro,IL,62049,9/30/2021,2021,23,144024,7350,144024,132345,118636
FIRST COMMUNITY BANK OF MOULTRIE COUNTY,Sullivan,IL,61951,9/30/2019,2019,21,90132,25666,90132,80800,80183
FIRST COMMUNITY BANK OF MOULTRIE COUNTY,Sullivan,IL,61951,9/30/2020,2020,22,97811,24827,97810,88046,87438
FIRST COMMUNITY BANK OF MOULTRIE COUNTY,Sullivan,IL,61951,9/30/2021,2021,22,111624,31047,111624,102344,101724
"FIRST COMMUNITY BANK, XENIA-FLORA",Xenia,IL,62899,9/30/2019,2019,11,41114,4333,41114,35956,31028
"FIRST COMMUNITY BANK, XENIA-FLORA",Xenia,IL,62899,9/30/2020,2020,11,48766,4131,48766,43378,38750
"FIRST COMMUNITY BANK, XENIA-FLORA",Xenia,IL,62899,9/30/2021,2021,12,51823,6993,51823,46561,42191
FIRST CREDIT BANK,Los Angeles,CA,90069,9/30/2019,2019,25,454648,68164,454648,249364,240092
FIRST CREDIT BANK,Los Angeles,CA,90069,9/30/2020,2020,25,412451,115709,412451,218438,209887
FIRST CREDIT BANK,Los Angeles,CA,90069,9/30/2021,2021,25,444196,88043,444196,240644,233315
FIRST EAGLE BANK,Chicago,IL,60607,9/30/2019,2019,42,528748,5151,528748,435782,419300
FIRST EAGLE BANK,Chicago,IL,60607,9/30/2020,2020,43,559825,5200,559825,454984,431093
FIRST EAGLE BANK,Chicago,IL,60607,9/30/2021,2021,45,623362,33162,623362,508989,466253
FIRST FARMERS STATE BANK,Minier,IL,61759,9/30/2019,2019,33,172135,3461,172135,150178,143416
FIRST FARMERS STATE BANK,Minier,IL,61759,9/30/2020,2020,32,196820,13878,196820,172883,161934
"FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF CENTRAL ILLINOIS, S.B.",Shelbyville,IL,62565,9/30/2019,2019,31,128471,6375,128472,112953,111809
"FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF CENTRAL ILLINOIS, S.B.",Shelbyville,IL,62565,9/30/2020,2020,34,148580,11014,148579,131008,125578
"FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF CENTRAL ILLINOIS, S.B.",Shelbyville,IL,62565,9/30/2021,2021,33,172378,18521,172378,153302,152143
FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF SAN RAFAEL,San Rafael,CA,94901,9/30/2019,2019,36,205936,6154,205936,165056,151343
FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF SAN RAFAEL,San Rafael,CA,94901,9/30/2020,2020,34,222382,30945,222382,180781,160981
FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF SAN RAFAEL,San Rafael,CA,94901,9/30/2021,2021,34,240910,41615,240910,198513,197471
FIRST FEDERAL SAVINGS BANK,Ottawa,IL,61350,9/30/2019,2019,107,364070,72917,364070,320889,315943
FIRST FEDERAL SAVINGS BANK,Ottawa,IL,61350,9/30/2020,2020,104,375078,125099,375078,331406,322390
FIRST FEDERAL SAVINGS BANK,Ottawa,IL,61350,9/30/2021,2021,108,368644,100941,368644,323399,313837
FIRST FEDERAL SAVINGS BANK OF CHAMPAIGN URBANA,Champaign,IL,61820,9/30/2019,2019,59,167658,63843,167658,149971,146910
FIRST FEDERAL SAVINGS BANK OF CHAMPAIGN URBANA,Champaign,IL,61820,9/30/2020,2020,54,198994,96888,198994,180295,172992
FIRST FEDERAL SAVINGS BANK OF CHAMPAIGN URBANA,Champaign,IL,61820,9/30/2021,2021,53,210212,114814,210212,192164,188412
FIRST FEDERAL SAVINGS OF MIDDLETOWN,Middletown,NY,10940,9/30/2019,2019,12,148169,51969,148169,93423,86006
FIRST FEDERAL SAVINGS OF MIDDLETOWN,Middletown,NY,10940,9/30/2020,2020,12,162861,57409,162861,107364,97639
FIRST FEDERAL SAVINGS OF MIDDLETOWN,Middletown,NY,10940,9/30/2021,2021,12,170950,50690,170950,114878,105453
FIRST FOUNDATION BANK,Irvine,CA,92612,9/30/2019,2019,426,6342041,268107,6342041,5728288,5185376
FIRST FOUNDATION BANK,Irvine,CA,92612,9/30/2020,2020,437,6465382,282513,6465382,5788158,5474122
FIRST FOUNDATION BANK,Irvine,CA,92612,9/30/2021,2021,491,7709843,782760,7709843,6953808,6865478
FIRST FSB OF MASCOUTAH,Mascoutah,IL,62258,9/30/2019,2019,16,108960,5489,108960,95191,94971
FIRST FSB OF MASCOUTAH,Mascoutah,IL,62258,9/30/2020,2020,15,124966,6726,124966,110092,105688
FIRST FSB OF MASCOUTAH,Mascoutah,IL,62258,9/30/2021,2021,19,147329,4995,147329,131795,125306
FIRST GENERAL BANK,Rowland Heights,CA,91748,9/30/2019,2019,67,982769,23397,982769,844111,819276
FIRST GENERAL BANK,Rowland Heights,CA,91748,9/30/2020,2020,70,1066779,24223,1066779,911886,817996
FIRST GENERAL BANK,Rowland Heights,CA,91748,9/30/2021,2021,68,1202225,89048,1202225,1026161,959874
FIRST IPSWICH BANK,Ipswich,MA,1938,9/30/2019,2019,65,464951,31997,464951,420911,372488
"FIRST MID BANK & TRUST, NATIONAL ASSOCIATION",Mattoon,IL,61938,9/30/2019,2019,671,3809029,112665,3809029,3305556,3023473
"FIRST MID BANK & TRUST, NATIONAL ASSOCIATION",Mattoon,IL,61938,9/30/2020,2020,656,4480001,232312,4480001,3963938,3668586
"FIRST MID BANK & TRUST, NATIONAL ASSOCIATION",Mattoon,IL,61938,9/30/2021,2021,779,6011453,345092,6011453,5328392,5029608
FIRST MIDWEST BANK,Chicago,IL,60631,9/30/2019,2019,2112,17919012,475667,17919012,15584616,13640378
FIRST MIDWEST BANK,Chicago,IL,60631,9/30/2020,2020,2143,20986099,1190740,20986099,18571932,16202704
FIRST MIDWEST BANK,Chicago,IL,60631,9/30/2021,2021,1943,21622180,1924937,21622180,19123791,17555874
FIRST NATIONAL BANK & TRUST COMPANY,Clinton,IL,61727,9/30/2019,2019,26,192948,2979,192947,174695,163582
FIRST NATIONAL BANK & TRUST COMPANY,Clinton,IL,61727,9/30/2020,2020,29,204335,2901,204334,185943,172159
FIRST NATIONAL BANK & TRUST COMPANY,Clinton,IL,61727,9/30/2021,2021,30,235906,3518,235906,200442,192441
FIRST NATIONAL BANK IN OLNEY,Olney,IL,62450,9/30/2019,2019,70,356680,39464,356680,312336,306036
FIRST NATIONAL BANK IN OLNEY,Olney,IL,62450,9/30/2020,2020,67,387660,33219,387660,338949,327762
FIRST NATIONAL BANK IN OLNEY,Olney,IL,62450,9/30/2021,2021,68,415103,34615,415103,365143,352505
FIRST NATIONAL BANK IN PINCKNEYVILLE,Pinckneyville,IL,62274,9/30/2019,2019,24,104823,3626,104823,87915,80390
FIRST NATIONAL BANK IN PINCKNEYVILLE,Pinckneyville,IL,62274,9/30/2020,2020,22,122518,20807,122518,104231,96453
FIRST NATIONAL BANK IN PINCKNEYVILLE,Pinckneyville,IL,62274,9/30/2021,2021,21,143097,19722,143097,126344,113606
FIRST NATIONAL BANK IN TAYLORVILLE,Taylorville,IL,62568,9/30/2019,2019,29,195680,11274,195680,159443,158011
FIRST NATIONAL BANK IN TAYLORVILLE,Taylorville,IL,62568,9/30/2020,2020,27,215257,14593,215257,176124,167600
FIRST NATIONAL BANK IN TAYLORVILLE,Taylorville,IL,62568,9/30/2021,2021,27,236494,14469,236494,203943,194373
FIRST NATIONAL BANK OF BROOKFIELD,Brookfield,IL,60513,9/30/2019,2019,31,205202,42575,205202,182927,154331
FIRST NATIONAL BANK OF BROOKFIELD,Brookfield,IL,60513,9/30/2020,2020,32,255882,58649,255882,230966,188542
FIRST NATIONAL BANK OF BROOKFIELD,Brookfield,IL,60513,9/30/2021,2021,35,310456,76525,310456,282160,242751
FIRST NATIONAL BANK OF NOKOMIS,Nokomis,IL,62075,9/30/2019,2019,43,151940,12241,151940,133096,131991
FIRST NATIONAL BANK OF NOKOMIS,Nokomis,IL,62075,9/30/2020,2020,40,165503,13219,165503,145186,140091
FIRST NATIONAL BANK OF NOKOMIS,Nokomis,IL,62075,9/30/2021,2021,41,174216,10789,174216,154609,153535
FIRST NATIONAL BANK OF PANA,Pana,IL,62557,9/30/2019,2019,39,187557,19716,187557,165670,164754
FIRST NATIONAL BANK OF PANA,Pana,IL,62557,9/30/2020,2020,38,225324,32707,225324,201317,195840
FIRST NATIONAL BANK OF PANA,Pana,IL,62557,9/30/2021,2021,40,248684,35591,248684,222361,215872
FIRST NATIONAL BANK OF SCOTIA,Scotia,NY,12302,9/30/2019,2019,144,508037,32780,508037,470014,461734
FIRST NATIONAL BANK OF SCOTIA,Scotia,NY,12302,9/30/2020,2020,136,603009,110574,603009,562399,553820
FIRST NATIONAL BANK OF SCOTIA,Scotia,NY,12302,9/30/2021,2021,135,682110,114199,682110,635069,625252
FIRST NATIONAL BANK OF STEELEVILLE,Steeleville,IL,62288,9/30/2019,2019,42,204451,5723,204451,172944,168242
FIRST NATIONAL BANK OF STEELEVILLE,Steeleville,IL,62288,9/30/2020,2020,40,234865,4800,234865,200751,190898
FIRST NATIONAL BANK OF STEELEVILLE,Steeleville,IL,62288,9/30/2021,2021,39,244689,5016,244689,211034,201296
FIRST NATIONAL BANK OF WATERLOO,Waterloo,IL,62298,9/30/2019,2019,106,485473,23431,485473,430514,401281
FIRST NATIONAL BANK OF WATERLOO,Waterloo,IL,62298,9/30/2020,2020,132,731136,95056,731136,662654,615204
FIRST NATIONAL BANK OF WATERLOO,Waterloo,IL,62298,9/30/2021,2021,141,820792,47604,820792,749927,710440
FIRST NATIONS BANK,Chicago,IL,60631,9/30/2019,2019,39,358961,45826,358961,311668,288506
FIRST NATIONS BANK,Chicago,IL,60631,9/30/2020,2020,39,408552,82329,408552,358069,333578
FIRST NATIONS BANK,Chicago,IL,60631,9/30/2021,2021,40,484056,160588,484056,432240,413285
"FIRST NEIGHBOR BANK, NATIONAL ASSOCIATION",Toledo,IL,62468,9/30/2019,2019,109,437713,26568,437713,387260,345422
"FIRST NEIGHBOR BANK, NATIONAL ASSOCIATION",Toledo,IL,62468,9/30/2020,2020,120,508582,65950,508582,455341,397988
"FIRST NEIGHBOR BANK, NATIONAL ASSOCIATION",Toledo,IL,62468,9/30/2021,2021,123,544354,110345,544354,487899,437291
FIRST NORTHERN BANK OF DIXON,Dixon,CA,95620,9/30/2019,2019,209,1287263,151038,1287263,1161110,1141403
FIRST NORTHERN BANK OF DIXON,Dixon,CA,95620,9/30/2020,2020,211,1677266,293785,1677266,1532736,1502841
FIRST NORTHERN BANK OF DIXON,Dixon,CA,95620,9/30/2021,2021,189,1924456,429139,1924456,1771876,1751620
FIRST REPUBLIC BANK,San Francisco,CA,94111,9/30/2019,2019,4880,111028735,2181600,111028735,101597529,85720519
FIRST REPUBLIC BANK,San Francisco,CA,94111,9/30/2020,2020,5294,133225771,3691149,133225771,121881162,104403376
FIRST REPUBLIC BANK,San Francisco,CA,94111,9/30/2021,2021,6154,172570503,12279447,172570503,157768709,145326345
"FIRST ROBINSON SAVINGS BANK, NATIONAL ASSOCIATION",Robinson,IL,62454,9/30/2019,2019,87,338010,48685,338010,305500,278664
"FIRST ROBINSON SAVINGS BANK, NATIONAL ASSOCIATION",Robinson,IL,62454,9/30/2020,2020,86,390480,30511,390480,355488,329582
"FIRST ROBINSON SAVINGS BANK, NATIONAL ASSOCIATION",Robinson,IL,62454,9/30/2021,2021,89,437078,32491,437078,401674,366836
FIRST SAVANNA SAVINGS BANK,Savanna,IL,61074,9/30/2019,2019,6,11819,1167,11819,10629,10522
FIRST SAVANNA SAVINGS BANK,Savanna,IL,61074,9/30/2020,2020,6,11624,2268,11624,10775,10686
FIRST SAVANNA SAVINGS BANK,Savanna,IL,61074,9/30/2021,2021,6,10484,1571,10484,9919,9850
FIRST SAVINGS BANK,Danville,IL,61832,9/30/2019,2019,7,36121,4086,36121,26846,25773
FIRST SAVINGS BANK,Danville,IL,61832,9/30/2020,2020,6,43404,6569,43404,33363,26379
FIRST SAVINGS BANK,Danville,IL,61832,9/30/2021,2021,6,40992,6543,40992,30950,26182
FIRST SAVINGS BANK OF HEGEWISCH,Chicago,IL,60633,9/30/2019,2019,117,673155,112393,673155,564620,562308
FIRST SAVINGS BANK OF HEGEWISCH,Chicago,IL,60633,9/30/2020,2020,111,722960,200586,722960,612741,610712
FIRST SAVINGS BANK OF HEGEWISCH,Chicago,IL,60633,9/30/2021,2021,102,781644,140926,781644,669834,667784
FIRST SECURE BANK AND TRUST CO.,Palos Hills,IL,60465,9/30/2019,2019,31,169404,17143,169404,149989,146049
FIRST SECURE BANK AND TRUST CO.,Palos Hills,IL,60465,9/30/2020,2020,39,360903,37252,360903,339322,230091
FIRST SECURE BANK AND TRUST CO.,Palos Hills,IL,60465,9/30/2021,2021,41,355668,48772,355668,327479,273332
FIRST SECURE COMMUNITY BANK,Sugar Grove,IL,60554,9/30/2019,2019,40,361050,34180,361050,326358,295341
FIRST SECURE COMMUNITY BANK,Sugar Grove,IL,60554,9/30/2020,2020,59,436232,24114,436232,398247,366593
FIRST SECURE COMMUNITY BANK,Sugar Grove,IL,60554,9/30/2021,2021,48,490089,105474,490089,449776,422553
FIRST SECURITY BANK,Mackinaw,IL,61755,9/30/2019,2019,20,84281,9446,84281,75766,74234
FIRST SECURITY BANK,Mackinaw,IL,61755,9/30/2020,2020,20,91652,14542,91652,82917,77881
FIRST SECURITY BANK,Mackinaw,IL,61755,9/30/2021,2021,20,101185,25591,101185,92470,87058
FIRST SECURITY TRUST AND SAVINGS BANK,Elmwood Park,IL,60707,9/30/2019,2019,40,332791,138809,332791,303663,302096
FIRST SECURITY TRUST AND SAVINGS BANK,Elmwood Park,IL,60707,9/30/2020,2020,37,308805,124991,308805,278207,276976
FIRST SECURITY TRUST AND SAVINGS BANK,Elmwood Park,IL,60707,9/30/2021,2021,36,371550,101710,371550,342055,340604
FIRST SOUTHERN BANK,Marion,IL,62959,9/30/2019,2019,148,702909,33793,702909,603716,559230
FIRST SOUTHERN BANK,Marion,IL,62959,9/30/2020,2020,142,758721,30976,758721,656077,624655
FIRST SOUTHERN BANK,Marion,IL,62959,9/30/2021,2021,132,781000,17482,781000,674055,641702
FIRST STATE BANK,Mendota,IL,61342,9/30/2019,2019,307,1136645,31844,1136645,1017828,961285
FIRST STATE BANK,Monticello,IL,61856,9/30/2019,2019,66,271849,41376,271849,247615,244218
FIRST STATE BANK,Mendota,IL,61342,9/30/2020,2020,329,1319671,78551,1319671,1183200,1127993
FIRST STATE BANK,Monticello,IL,61856,9/30/2020,2020,66,288474,50006,288474,261562,255356
FIRST STATE BANK,Mendota,IL,61342,9/30/2021,2021,331,1374935,159009,1374935,1226186,1179731
FIRST STATE BANK,Monticello,IL,61856,9/30/2021,2021,63,327718,85478,327718,301296,295795
FIRST STATE BANK OF BEECHER CITY,Beecher City,IL,62414,9/30/2019,2019,14,72663,10276,72663,59158,58968
FIRST STATE BANK OF BEECHER CITY,Beecher City,IL,62414,9/30/2020,2020,13,81707,14663,81707,70331,70110
FIRST STATE BANK OF BEECHER CITY,Beecher City,IL,62414,9/30/2021,2021,13,92049,4254,92049,79958,79775
FIRST STATE BANK OF BLOOMINGTON,Bloomington,IL,61704,9/30/2019,2019,38,121525,20059,121525,110120,109878
FIRST STATE BANK OF BLOOMINGTON,Bloomington,IL,61704,9/30/2020,2020,36,142501,26630,142501,129709,125182
FIRST STATE BANK OF BLOOMINGTON,Bloomington,IL,61704,9/30/2021,2021,36,161323,43590,161323,148377,148002
FIRST STATE BANK OF CAMPBELL HILL,Campbell Hill,IL,62916,9/30/2019,2019,31,115752,11388,115752,102583,101118
FIRST STATE BANK OF CAMPBELL HILL,Campbell Hill,IL,62916,9/30/2020,2020,30,130365,14677,130365,115663,110034
FIRST STATE BANK OF CAMPBELL HILL,Campbell Hill,IL,62916,9/30/2021,2021,30,138821,15622,138821,122899,121320
FIRST STATE BANK OF FORREST,Forrest,IL,61741,9/30/2019,2019,53,229272,20315,229272,210604,198326
FIRST STATE BANK OF FORREST,Forrest,IL,61741,9/30/2020,2020,51,236737,27879,236737,216997,210495
FIRST STATE BANK OF FORREST,Forrest,IL,61741,9/30/2021,2021,54,243659,18951,243659,221916,217497
FIRST STATE BANK OF OLMSTED,Olmsted,IL,62970,9/30/2019,2019,17,50895,2428,50895,44150,43869
FIRST STATE BANK OF OLMSTED,Olmsted,IL,62970,9/30/2020,2020,18,61143,6476,61143,53900,49596
FIRST STATE BANK OF OLMSTED,Olmsted,IL,62970,9/30/2021,2021,17,65238,5824,65238,57540,56309
FIRST STATE BANK OF ST. PETER,Saint Peter,IL,62880,9/30/2019,2019,5,28640,2668,28640,23650,23516
FIRST STATE BANK OF ST. PETER,Saint Peter,IL,62880,9/30/2020,2020,5,29980,9188,29980,24905,24738
FIRST STATE BANK OF ST. PETER,Saint Peter,IL,62880,9/30/2021,2021,5,33530,13956,33530,28389,28265
FIRST STATE BANK OF VAN ORIN,Van Orin,IL,61374,9/30/2019,2019,7,40461,12386,40461,36116,35678
FIRST STATE BANK OF VAN ORIN,Van Orin,IL,61374,9/30/2020,2020,8,42582,15915,42582,37813,37379
FIRST STATE BANK OF VAN ORIN,Van Orin,IL,61374,9/30/2021,2021,7,46170,16477,46170,41511,41101
FIRST STATE BANK SHANNON-POLO,Shannon,IL,61078,9/30/2019,2019,41,165158,4828,165158,147739,142465
FIRST STATE BANK SHANNON-POLO,Shannon,IL,61078,9/30/2020,2020,42,186653,17885,186653,167076,162697
FIRST STATE BANK SHANNON-POLO,Shannon,IL,61078,9/30/2021,2021,42,209574,9151,209574,190190,184439
"FIRST TRUST & SAVINGS BANK OF ALBANY, ILLINOIS",Albany,IL,61230,9/30/2019,2019,29,172553,6732,172553,146501,146035
FIRST TRUST BANK OF ILLINOIS,Kankakee,IL,60901,9/30/2019,2019,31,233546,8648,233546,206079,181803
FIRST TRUST BANK OF ILLINOIS,Kankakee,IL,60901,9/30/2020,2020,47,342385,28309,342385,306150,260825
